Store Name,Street Address,Address,Borough,"Zip 
Code",Year Awarded,"Program 
Wave",Latitude,Longitude,Community Board,Council District,BIN,BBL,Census Tract (2020),Neighborhood Tabulation Area (NTA) (2020)
107 Ralph Avenue Corp,107 Ralph Avenue,,Brooklyn,11221,2023,10,40.686456,-73.923407,303,41,3039804,3014850076,375,BK0302
NYC Deli Food Corp,87 Ralph Avenue,,Brooklyn,11221,2023,10,40.687189,-73.923554,303,41,3039677,3014830001,375,BK0302
World Health Juice Bar Deli 2 Corp,48 Ralph Avenue,,Brooklyn,11221,2023,10,40.688649,-73.923866,303,41,3044731,3016380051,385,BK0302
Gutierrez Grocery Corp,545 Kickerbocker Avenue,,Brooklyn,11221,2023,10,,,,,,,,
960 Summer Deli Grocery Corp,960 Dekalb Avenue,,Brooklyn,11221,2023,10,40.693024,-73.936962,303,36,3043241,3016020008,289,BK0302
200 Malcolm X Meat Corp,200 Malcolm X BLVD,,Brooklyn,11221,2023,10,40.686578,-73.9298,303,36,3045219,3016460043,293,BK0302
Piggy  Meat Corp,301 Marcus Garvey BLVD,,Brooklyn,11221,2023,10,40.687193,-73.938868,303,36,3325019,3016340001,277,BK0302
Natural And Organic Deli Corp,1203 Myrtle Avenue,,Brooklyn,11221,2023,10,40.697358,-73.931971,304,34,3072462,3031830084,391,BK0401
Keita West African Market Inc,1225 Broadway,,Brooklyn,11221,2023,10,40.691837,-73.926142,304,37,3074943,3032830008,395,BK0402
Organic Fresh Market Corps,1440 Broadway,,Brooklyn,11221,2023,10,40.688051,-73.919544,303,41,3039726,3014840015,375,BK0302
City Star Deli Corp,1104 Bushwick,,Brooklyn,11221,2023,10,,,,,,,,
